"Experiment","Run","Correlation","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S6",26,0.837205951586748,3.46703127218329,5.52246006959462,-3104.04464087864,0.698987434275071,15,8047.385,"x1","x2","x4",1,1,1
"S1",27,-0.28154415995659,180.740194168288,1518.4968637734,-1835.74344852862,-22757.6897432287,15,3388.169,"x1","exp_dbl(x13)","x6*x10",1,1,1
"S2",27,0.877219219285989,3.48084414199015,4.90689304033386,-3207.11066734751,0.762352833997194,15,3446.973,"x1","x2","x4",1,1,1
"S3",27,0.868619072520298,3.16731456242125,5.00416344011256,-2131.00958303182,0.752837586069286,15,3432.517,"x1","x11*x10","x6*x10",1,1,1
"S4",27,0.874714179345512,3.4886692296324,4.9441002235344,-2781.67191647893,0.758735186295699,15,3398.52,"x1","x2","p0(x5)",1,1,1
"S5",27,0.844012718114498,3.30036258367999,5.40156523441052,-2553.12539093609,0.712022400246881,15,3449.842,"x1","x6*x4","exp_dbl(x6)",1,1,1
"S6",27,0.870322037870394,3.32023897020646,4.98244014232928,-2615.54846691448,0.754978814608822,15,3456.489,"x1","x2","x5*x9",1,1,1
"S1",28,0.837893708114901,3.65464343470339,5.57193449668769,-3430.19029621016,0.693569872927433,15,3387.956,"troot(x11)","x5","x6",1,1,1
"S2",28,0.851280145571771,3.26701386655802,5.29553531417804,-2420.05164328673,0.723217139165308,15,7537.576,"x1","x2","troot(x6)",1,1,1
"S3",28,0.8827605048174,3.0477130563023,4.75772298051541,-2227.13425085566,0.77658220571415,15,8178.678,"x1","sigmoid(troot(x13))","x10*x13",1,1,1
"S4",28,0.0920500345437092,5.41317660186044,18.4024564209133,-2060.58717873922,-2.34249720431677,15,7664.396,"x1","p0(sigmoid(x13))","troot(x8)",1,1,1
"S5",28,0.839300361353017,3.5874115129411,5.53225569550478,-3492.32729383164,0.697918627424634,15,3420.756,"x1","x2","x5",1,1,1
"S6",28,0.882185079395461,3.13979559786756,4.89498817173112,-2406.19529976421,0.763504571472522,15,7204.692,"x1","x6*x11","x6",1,1,1
"S1",29,0.834163210207445,3.6080545456088,5.57595431150574,-2838.29530761361,0.693127571712945,15,3281.332,"x1","x2","x1*x13",1,1,1
"S2",29,0.869623204557463,3.51153090786991,5.05407380301571,-3279.32132591549,0.747882718407107,15,7826.173,"x1","x2","exp_dbl(x8)",1,1,1
"S3",29,0.844053627540687,3.64158199911069,5.44047358393134,-3358.38823062879,0.707858759757019,15,3382.296,"x1","p3(x8)","x4",1,1,1
"S4",29,0.881606433355108,3.03738561442284,4.76835382633671,-2285.30932939199,0.775582663005988,15,3375.917,"troot(x13*x6)","exp_dbl(x8)","x13*troot(x13)",1,1,1
"S5",29,0.717868929913692,4.13668820380883,9.34859868902599,-1931.93556351,0.137393967688374,15,7845.737,"x1","p0(p0(x1))","(x6*exp_dbl(x13))*exp_dbl(x13)",1,1,1
"S6",29,0.856941012834058,3.24036500285893,5.39436868869115,-1984.08462182176,0.712789238489728,15,7956.149,"x10*x5","x13*x1","exp_dbl(x13)",1,1,1
"S1",30,0.801852654748774,3.88510266936724,6.75697709518912,-2782.70462300717,0.549365590672323,15,8126.876,"x5","x6","x9",1,1,1
"S2",30,0.863715695572175,3.16123133899728,5.07722881569148,-2240.12961832129,0.7455672984745,15,7403.678,"x1","x4","x5",1,1,1
