"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S2",14,TRUE,FALSE,FALSE,FALSE,2,0.276981452303876,-0.0845278215441859,0.0332052468507742,0.040983595272104,-94.5244319535552,0.999943247925137,3,2779.216,"troot((x4*x4)*x6)","x2","x6",1,0.342022068821217,0.13904309506057
"S3",14,TRUE,FALSE,FALSE,FALSE,2,0.665760237047183,0.498640355570775,0.0312069345281062,0.0346816730403399,-94.5244319535552,0.999959359249893,3,2853.651,"troot((x4*x6)*x4)","x10","x4",0.999999999999988,0.30677479709246,0.103502993613845
"S4",14,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389880796273947,0.0612907968824669,-96.7669448270558,0.999873073538809,2,2837.625,"troot(x4*x4)","x2*x4",NA,1,0.999999993003101,NA
"S5",14,FALSE,FALSE,FALSE,FALSE,5,0.563332602280836,0.563332602280836,0.041641282044358,0.0705072491940423,-100.717970320674,0.999832030983891,5,2728.123,"troot(x4*x4)","x4*x6","x4",0.999999805369179,0.999997963323921,0.999997583944569
"S1",15,TRUE,FALSE,FALSE,FALSE,1,0.453213554521817,-0.0935728909563669,0.0339826279609172,0.040866925854101,-94.5244319535552,0.999943570581412,2,2401.963,"troot((x6*x4)*x4)","x2",NA,1,0.331735963065171,NA
"S2",15,TRUE,FALSE,FALSE,FALSE,1,0.996429648845025,0.992859297690051,0.0319882813409929,0.0328979489844969,-94.5244319535552,0.999963432162239,2,2499.523,"troot(x4*(x6*x4))","x4",NA,1,0.112051115221753,NA
"S3",15,FALSE,FALSE,FALSE,TRUE,3,0.594304714940918,0.459073312781115,0.0413618427613115,0.0572036377258791,-99.4705679276249,0.999889437224862,4,2465.901,"troot(x7)*troot(x4*x4)","x4*x3","troot(x4*x4)",0.658402497172048,0.341994588480767,0.341599537130266
"S4",15,FALSE,FALSE,FALSE,FALSE,5,0.195075918847076,0.195075918847076,0.0381150244826918,0.0618386254622905,-96.7669448270559,0.999870794413713,5,2914.437,"x4*x2","troot(x4*x4)","x6",0.999998074670712,0.999726269011372,0.231624003743077
"S5",15,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0441615910646066,0.0766727900221281,-94.3406692127019,0.999801370307728,2,2724.285,"troot(x4*(x4*x7))","x4",NA,0.999999999857279,0.131840263439261,NA
"S6",15,FALSE,FALSE,FALSE,FALSE,4,0.740221798098744,0.740221798098744,0.0947072363068311,0.343066775018963,-99.5125191073179,0.99602333546787,4,2030.036,"x4","x10*x4","troot(x4)*x4",0.99998040688683,0.999869629391111,0.999866000281606
"S1",16,FALSE,FALSE,FALSE,FALSE,4,0.534323633753451,0.534323633753451,0.0386615990088501,0.059992837277544,-96.7669448270559,0.999878392477864,4,2525.465,"troot(x4*x4)","x2*x4","x7",1,0.98272961747452,0.156432355561583
