"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S4",17,FALSE,TRUE,FALSE,FALSE,0,0.999999647456683,NA,0.0608576683816628,0.30391630478185,-22.889285690445,0.996879173420395,1,2443.535,"troot(x4*(x4*x9))",NA,NA,1,NA,NA
"S5",17,FALSE,FALSE,FALSE,FALSE,2,0.982068314829844,0.982068314829844,0.163222904691565,0.259668107500542,-28.2364995747419,0.997721763206809,2,2644.899,"x4","x9*troot(x4)",NA,0.999999999999365,0.965300852778063,NA
"S6",17,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.062464278657226,0.315189922658984,-24.0166299391974,0.996643348270829,2,2620.564,"x9*troot(x4*x4)","troot(x4*x4)",NA,0.874633943190272,0.12537208911956,NA
"S1",18,FALSE,FALSE,FALSE,FALSE,2,0.994001745179826,0.994001745179826,0.0555551319422652,0.092048794651739,-26.996322246006,0.999713715491674,2,2570.91,"x4","(pm05(x4)*x4)*x9",NA,0.999999996300319,0.929368834576036,NA
"S2",18,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0185573927876336,0.072887078195508,-20.678976752487,0.999820500717008,1,2549.569,"troot((x4*x7)*x4)",NA,NA,0.994516259058568,NA,NA
"S3",18,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0642553140199184,0.317458636572687,-29.1465286541205,0.996594852496986,1,2577.331,"x9*(troot(x4)*troot(x4))",NA,NA,0.940196466734205,NA,NA
"S4",18,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0765012982533199,0.379571882281304,-24.0166299391974,0.995132009714311,1,2582.396,"troot(x4*x4)*x9",NA,NA,1,NA,NA
"S5",18,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0764855905938144,0.379671351678185,-24.0166299391974,0.99512945799999,1,2470.378,"x9*troot(x4*x4)",NA,NA,1,NA,NA
"S6",18,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0493234284231724,0.257141395384093,-26.117789892361,0.997765884465095,2,2588.017,"troot(x4*x4)","x4*x2",NA,1,0.624266549126881,NA
"S1",19,FALSE,FALSE,FALSE,FALSE,2,0.982068314829844,0.982068314829844,0.161122344039253,0.254972546870291,-28.2364995747419,0.997803412640919,2,2573.849,"x4","troot(x4)*x9",NA,1,0.999426777963388,NA
"S2",19,FALSE,FALSE,FALSE,FALSE,2,0.686399262445923,0.686399262445923,0.0418460617292875,0.179289258928438,-26.5564221230126,0.998913899083672,2,2563.033,"troot(x4*x4)","x3*x4",NA,1,0.517459909369311,NA
"S3",19,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0642523191596388,0.31735813082739,-29.1465286541205,0.996597008259489,1,2402.592,"troot((x4*x4))*x9",NA,NA,0.940491454322229,NA,NA
"S4",19,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0493051145553676,0.257211516246268,-26.117789892361,0.997764665840088,2,2516.565,"troot(x4*x4)","x4*x2",NA,0.999997636486777,0.623255097442046,NA
"S5",19,FALSE,FALSE,FALSE,FALSE,2,0.982068314829844,0.982068314829844,0.161911977544419,0.26018354940885,-28.2364995747419,0.997712709617404,2,2596.799,"x4","troot(x4)*x9",NA,0.976737535557505,0.938959107366766,NA
"S6",19,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0643618342371981,0.317984278545822,-24.0166299391974,0.996583566804442,1,2538.996,"troot(x4*x4)*x9",NA,NA,0.939777671568646,NA,NA
"S1",20,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0471158284875422,0.237955173097003,-26.117789892361,0.998086837157994,2,2435.02,"troot(x4*x4)","x2*x4",NA,1,0.659220570815507,NA
"S2",20,FALSE,FALSE,FALSE,FALSE,3,0.736363219253691,0.736363219253691,0.0574500657271889,0.283099067536623,-24.0166299391974,0.997292063265768,3,2598.073,"troot(x4*x4)*x9","troot(x4*x4)","x4*x2",0.843640745772915,0.156359254428767,0.103189506315253
"S3",20,FALSE,FALSE,FALSE,FALSE,3,0.736363219253691,0.736363219253691,0.0575568527070721,0.283584936925978,-29.1465286541205,0.997282760284882,3,2536.701,"x9*(troot(x4)*troot(x4))","troot(x4)*troot(x4)","x2*x4",0.844438645833452,0.155561354166548,0.102667107792527
"S4",20,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0765125922104646,0.379562631280328,-24.0166299391974,0.995132246998663,1,2738.065,"x9*troot(x4*x4)",NA,NA,1,NA,NA
"S5",20,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0764769204136128,0.379471781887771,-24.0166299391974,0.99513457694077,1,2455.574,"x9*troot(x4*x4)",NA,NA,1,NA,NA
"S6",20,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0765023882833275,0.379507891677564,-24.0166299391974,0.9951336509285,1,2593.151,"x9*troot(x4*x4)",NA,NA,1,NA,NA
"S1",21,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0608761874353021,0.299963567803486,-24.0166299391974,0.996959824485509,1,2552.935,"troot(x4*x4)*x9",NA,NA,0.851738443359762,NA,NA
"S2",21,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0184529004518682,0.0723252384684917,-20.678976752487,0.999823257341016,1,2637.474,"troot((x4*x4)*x7)",NA,NA,1,NA,NA
