"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","Count_P","Time","FirstFeature","SecondFeature","ThirdFeature"
"P4",14,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0455051417392551,1,641.529999999999,"troot(((x7*x4)*x4))","NA","NA"
"P4",15,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0533750282147482,3,677.949999999997,"troot(x4*x4)","troot(x4*x4)*x9","x4"
"P4",16,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0771416056753827,1,618.040000000008,"troot(x4*x4)*x9","NA","NA"
"P4",17,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.11039778082203,3,654.830000000002,"troot(x4*x4)","x4","troot(x4*x4)*x9"
"P4",18,FALSE,FALSE,FALSE,FALSE,3,0.99737922564944,0.99737922564944,0.108295238707063,3,645.490000000005,"pm05(p3(pm05(x4)))","troot(x4)*troot(x4)","x4"
"P4",19,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.12856904869114,3,663.289999999994,"troot(x4*x4)","x4","x4*x2"
"P4",20,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0328609729799643,1,702.639999999999,"troot(x4*(x6*x4))","NA","NA"
"P4",21,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.14255488393187,2,677.039999999994,"troot(x4*x4)","x4","NA"
"P4","Mod",FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0770023902337402,1,674.299999999999,"troot(x4*x4)*x9","NA","NA"
"P4",23,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,5.2257184817125e+118,3,657.070000000007,"troot(x4*x4)*x9","troot(x4*x4)","x4"
"P4",24,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0631369770985625,3,659.889999999999,"troot(x4*x4)","x9*troot(x4*x4)","x4"
"P4",25,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.144373339167013,2,675.309999999998,"troot(x4*x4)","x4","NA"
"P4",26,FALSE,FALSE,FALSE,FALSE,4,0.986914523622905,0.986914523622905,NA,4,674.460000000006,"x4","x4*x4","x10*x4"
"P4",27,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.145591359760082,2,641.529999999999,"troot(x4*x4)","x4","NA"
"P4",28,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,4.91359287591123e+75,2,666.589999999997,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P4",29,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0634295790923003,3,676.73000000001,"troot(x4)*troot(x4)","(troot(x4)*troot(x4))*x9","x4"
"P4",30,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.111508441828837,3,652.76999999999,"troot(x4*x4)","x2*x4","x4"
"P5",1,FALSE,FALSE,FALSE,FALSE,3,0.790932756364452,0.790932756364452,0.0302963021030692,3,588.889999999999,"troot(x4*x4)*x9","troot(x4*x4)","x3*x4"
"P5",2,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.110060998918441,2,590.5,"troot(x4*x4)","x9*troot(x4*x4)","NA"
"P5",3,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.144878438622963,2,591.369999999995,"troot(x4*x4)","x4","NA"
"P5",4,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.1280965752184,3,625.860000000001,"troot(x4*x4)","x4","x4*x2"
